物品名称	编号	说明
年纪小官一A找樵夫	62948	
年纪小官一B找妇人	62949	
年纪小官一C回报小官	62950	
年纪小官二A找唐诗	62951	
桃花岛公敌标记	62952	
桃花岛拜师失败一	62953	
桃花岛拜师失败二	62954	
桃花岛拜师失败三	62955	
桃花岛拜师失败四	62956	
桃花岛报名标记	62957	
桃花岛武林大会标记	62958	
备用	62959	
备用	62960	
黄金	62961	
白金	62962	
翡翠	62963	
蓝宝	62964	
红宝	62965	
紫钻一星	62966	
紫钻二星	62967	
紫钻三星	62968	
始相识A找契	62969	
始相识B找人	62970	
始相识C明日	62971	
始相识D乐师	62972	
始相识E码头	62973	
始相识F桃岛	62974	
始相识G师父	62975	
始相识H大理	62976	
桃岛门武A采花	62977	
桃岛门武B芙完	62978	
桃岛门武C助靖	62979	
桃岛门武D虏完	62980	
桃岛门武E襄完	62981	
桃岛已得门武标记	62982	
桃恋A起头	62983	
桃恋B去庭院	62984	
桃恋C子时桃花林	62985	
桃恋D去码头	62986	
桃恋E找雪舞	62987	
桃恋永久标记上	62988	
桃恋永久标记下	62989	
桃恋F找桃子	62990	
桃恋G找桃花瓣	62991	
桃恋H拿桃花饼	62992	
世外桃源永标	62993	
世外A起头	62994	
世外B去西夏理论	62995	
世外C去百花谷	62996	
世外D找食物	62997	
世外E找乐舞	62998	
小小镛武林帖结业	62999	
	63000	
刘孝绰之参	63001	下联：高卧谢公卿
刘令娴	63002	作者：南朝梁代－刘令娴
刘令娴之壹	63003	说明：南朝梁代雅士刘孝绰之妹刘令娴也是名才华洋溢的诗人，也自写了对门联……
刘令娴之贰	63004	上联：落花扫仍合
刘令娴之参	63005	下联：丛兰摘复生
孟昶	63006	作者：五代后蜀国国君－孟昶
孟昶之壹	63007	说明：据说是中国最早的对联；孟昶原命学士辛寅逊在桃符板上题写吉祥词句；但孟昶嫌辛寅逊题词不佳，便亲自挥毫题写。
孟昶之贰	63008	上联：新年纳余庆
孟昶之参	63009	下联：嘉节号长春
新春压岁钱	63010	为庆祝新春所发送的压岁钱红包，内有高额的奖金。
安定晶化器	63011	可以将进阶武器强化为晶三进阶武器
沙球	63012	堆沙堡用的沙球。可自由交易。
石头结晶	63013	神秘的结晶石，是打死石头怪所获得的战利品
火炎结晶	63014	神秘的结晶石，是打死火炎神所获得的战利品
蛇蛊结晶	63015	神秘的结晶石，是打死蛇发女所获得的战利品
异兽结晶	63016	神秘的结晶石，是打死上古异兽所获得的战利品
兽化结晶	63017	神秘的结晶石，是打死半兽人所获得的战利品
石头幻身符	63018	使用后可化身为怪物的模样
火炎幻身符	63019	使用后可化身为怪物的模样
蛇蛊幻身符	63020	使用后可化身为怪物的模样
异兽幻身符	63021	使用后可化身为怪物的模样
兽化幻身符	63022	使用后可化身为怪物的模样
学点金牌	63023	使用此令现实24小时内所获得学点增为2倍
实战金牌	63024	使用此令现实24小时内所获得实战增为2倍
皇家礼赞	63025	由朝廷所赐与守土有功之士的奖励
莽牯朱蛤	63026	可协助玩家进行战斗，能在范围内机率性造成敌方中状态效果
冰蚕	63027	可协助玩家进行战斗，能在范围内机率性抵抗状态效果
莽牯朱蛤之心	63028	莽牯朱蛤的心
冰蚕之心	63029	冰蚕的心
金庸反馈礼	63030	庆祝金庸周年庆所送的礼物。
交易之书	63031	阅读后可加快交易之道的学习，断线失效
经商之书	63032	阅读后可加快经商之道的学习，断线失效
鍊金之书	63033	阅读后可加快鍊金术的学习，断线失效
技能操作手册	63034	阅读后游戏时间一个时辰内提升技能成功率，等同使用黄金工具
奇缘快报	63035	随机报导一位武林奇缘的坐标所在
Q宝商人呼叫卷	63036	可随时随地呼叫Q宝商人
小纸条	63037	忠义堂镖局－镖物证明单
小绿竹筒	63038	青绿色的竹制圆筒
黑针	63039	针头闪着黑色光泽
松节阵法要诀　	63040	记载着松节阵法摆阵的要诀
背弓阵法要诀	63041	记载着背弓阵法摆阵的要诀
清流阵法要诀	63042	记载着清流阵法摆阵的要诀
苍月阵法要诀	63043	记载着苍月阵法摆阵的要诀
情人节礼盒	63044	金庸1.0专为七夕情人节所推出的礼物。
面粉	63045	阿朱姑娘制作易容面具时所需要的面粉。
幼龙尸体	63046	杀死幼龙，用其尸体制成的标本
青眼白额的虎筋	63047	青眼白额巨虎身上所取下的虎筋，有良好的治伤作用
青眼白额的虎骨	63048	青眼白额巨虎身上所取下的虎骨，有良好的治伤作用
老山远年人蔘	63049	常年生长在大兴安岭上的人蔘，据说已有千年以上
西伯利亚巨熊熊胆	63050	西伯利亚巨熊的胆，上好的治伤药材
嫦娥奔月的故事	63051	相传后羿向西王母求得不死之药，其妻嫦娥偷吃了以后，乃飞上月亮，常住于广寒宫中。
后羿射日的故事	63052	传说尧时十日并出，庄稼、草木皆被烤焦，民不聊生。后羿拉弓射落九日，天地重生。
吴刚伐木的故事	63053	神话传说中吴刚学仙有过，遭天帝惩罚到月宫砍伐桂树，其树随砍随合，所以必须不断砍伐。
玉兔捣药的故事	63054	相传月亮之中有一只兔子，浑身洁白如玉，因此称作玉兔；玉兔拿着玉杵，跪地捣药，成蛤蟆丸，服用此药丸可以长生成仙。
中秋游乐券	63055	凭此券可参加中秋拉霸摸彩活动壹次。
少林祕宝	63056	金银财宝。
金庸代币	63057	金庸代币
失窃的摩诃指祕要	63058	
失窃的多罗指法	63059	
面粉	63060	
南海鳄神的鳄嘴剪	63061	南海鳄神委托去铸剑师那里拿回的宝贝武器。
七彩宝石袋	63062	打开后可获得任意组合的10颗七彩宝石
缴税娃娃	63063	可预缴金庸一年的房屋税
精致玄玉	63064	可减少杀气及内力的耗损，现实12小时皆有效
炼金一周卷	63065	使用此卷现实168小时内炼金术士免原料
攻城器具改装手册	63066	使用后1小时内所驾驶的攻城器具攻击力提升但防御力下降，断线后失效
毒物令	63067	可将自己传送到尚未跟随玩家的朱蛤或冰蚕所在位置
商城八折优待卷	63068	此卷可于娱乐商城享受购物八折优待一次
日山洞令旗	63069	顺利通过华山日山洞的凭证。
月山洞令旗	63070	顺利通过华山月山洞的凭证。
星山洞令旗	63071	顺利通过华山星山洞的凭证。
溶化的寒冰精华一	63072	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华二	63073	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华三	63074	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华四	63075	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华五	63076	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华六	63077	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华七	63078	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华八	63079	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华九	63080	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华十	63081	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华十一	63082	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华十二	63083	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华十三	63084	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华十四	63085	溶化中的寒冰精华，五分钟后会消失。
溶化的寒冰精华十五	63086	溶化中的寒冰精华，五分钟后会消失。
鬼魂寒气	63087	从鬼魂魂魄中吸取出来的寒气。
寒月冰镜	63088	利用万年不化的寒冰精华打造出的镜子。
寒冰精华一	63089	凝固后的寒冰精华。
寒冰精华二	63090	凝固后的寒冰精华。
寒冰精华三	63091	凝固后的寒冰精华。
寒冰精华四	63092	凝固后的寒冰精华。
寒冰精华五	63093	凝固后的寒冰精华。
寒冰精华六	63094	凝固后的寒冰精华。
寒冰精华七	63095	凝固后的寒冰精华。
寒冰精华八	63096	凝固后的寒冰精华。
寒冰精华九	63097	凝固后的寒冰精华。
寒冰精华十	63098	凝固后的寒冰精华。
寒冰精华十一	63099	凝固后的寒冰精华。
寒冰精华十二	63100	凝固后的寒冰精华。
寒冰精华十三	63101	凝固后的寒冰精华。
寒冰精华十四	63102	凝固后的寒冰精华。
寒冰精华十五	63103	凝固后的寒冰精华。
『大寒冰精华』	63104	将全部的寒冰精华结合而成一大片的大寒冰精华。
火麒麟召唤石	63105	可召唤神兽火麒麟
火麒麟召唤石	63106	可召唤神兽火麒麟
火麒麟召唤石	63107	可召唤神兽火麒麟
赤焰蝙蝠召唤石	63108	可召唤神兽赤焰蝙蝠
赤焰蝙蝠召唤石	63109	可召唤神兽赤焰蝙蝠
赤焰蝙蝠召唤石	63110	可召唤神兽赤焰蝙蝠
焰魔召唤石	63111	可召唤神兽焰魔
焰魔召唤石	63112	可召唤神兽焰魔
焰魔召唤石	63113	可召唤神兽焰魔
赤焰狼王召唤石	63114	可召唤神兽赤焰狼王
赤焰狼王召唤石	63115	可召唤神兽赤焰狼王
赤焰狼王召唤石	63116	可召唤神兽赤焰狼王
蓝焰狼王召唤石	63117	可召唤神兽蓝焰狼王
蓝焰狼王召唤石	63118	可召唤神兽蓝焰狼王
蓝焰狼王召唤石	63119	可召唤神兽蓝焰狼王
火猴召唤石	63120	可召唤神兽火猴
火猴召唤石	63121	可召唤神兽火猴
火猴召唤石	63122	可召唤神兽火猴
金钥匙	63123	可用于开启宝箱
银钥匙	63124	可用于开启宝箱
铜钥匙	63125	可用于开启宝箱
火炎珠	63126	神秘的珠子
火炎珠	63127	神秘的珠子
火炎珠	63128	神秘的珠子
火炎珠	63129	神秘的珠子
火炎珠	63130	神秘的珠子
火炎珠	63131	神秘的珠子
玄日石	63132	拥有神秘力量的石头
玄日护心镜	63133	可降低神兽造成的伤害
玄日匕首	63134	可给予神兽致命一击
短匕首	63135	短匕首
磨损的匕首	63136	已磨损的短匕首
大还丹	63137	大还丹
续命丸	63138	续命丸
打火石	63139	打火石
狼烟	63140	会招来野兽的袭击
小碗	63141	小碗
雄黄酒	63142	可用来驱蛇
绳子	63143	绳子
提水桶	63144	提水桶
钱币	63145	钱币
神秘矿石	63146	神秘矿石
装有水的小碗	63147	碗中装有清水
愚者石	63148	【愚者】汇集愚者的精神所聚成的结晶石。
魔术石	63149	【魔法师】有魔法环绕的光彩石头。
女祭师石	63150	【女祭师】凝聚女祭师精神力与智慧力的光亮石头。
帝后水晶	63151	【皇后】皇后珍藏的水晶，皇室才有的稀有物品。
帝君权杖	63152	【皇帝】象征西方帝王的权力之杖。
教皇法杖	63153	【教皇】教皇所持有的珍贵法杖，据说有神奇的力量。
依芙泪晶	63154	【恋人】情人间坚贞不移的感情所凝结成的泪滴，据说拥有祝福持有者的愿力。
战车之魄	63155	【战车】勇往直前，不屈不挠的战车之魂。
意志力之钻	63156	【力量】集合强烈意志力所形成的结晶钻。
智慧之钥	63157	【隐者】可开启藏有隐者智慧之源的关键钥匙。
光明石	63158	【命运之轮】启动命运之轮，拥有光明力量的结晶。
公理之卷	63159	【正义】能分辨世间公义真理的书卷。
反向石	63160	【吊人】透过反向石看东西，世间一切都会反过来，乐趣中带有深奥的智慧。
复活之石	63161	【死神】据说拥有此石有着起死回生的神奇能力。
自律石	63162	【节制】具有能让人不自觉就守起本份的奇异晶体。
恶魔之魂	63163	【恶魔】恶魔死亡后的魂魄，藏有毁灭天地的恐怖力量。
高塔之心	63164	【高塔】被雷击中而崩毁的高塔迸裂后，自中心处坠落地面的诡异晶体。
星语石	63165	【星星】据说拥有此石之人将可听懂星星说的话。
皓月石	63166	【月亮】会随着天上的月轮的变化忽大忽小，淡淡散发着昏黄的光芒。
日炬石	63167	【太阳】如太阳般闪闪发亮，可让所到之处如同白昼。
天地结晶	63168	【审判】天使判决后给予公正之人的结晶。
世界之镜	63169	【世界】传说能透过此镜，看透人心的良善与邪恶。
玉玺	63170	东方皇帝的权利象征。
拉罕布包	63171	放有拉罕要给依芙的布包，其中包裹的是拉罕的「心」？
战车碎片	63172	战役中被毁灭的战车所遗留下的碎片。
希望之石	63173	可启动命运之轮的石子。
尚方宝剑	63174	皇帝御赐之剑，持有御赐尚方宝剑的大臣，有先斩后奏的特权。
破魔水	63175	能唤醒沉睡中恶魔的神圣之水。
高塔碎片	63176	崩毁的高塔迸裂后的碎片。
无极玉玦	63177	据说可镇压住混沌的玉玦共有四只，此为第一只「无极」。
太极玉玦	63178	据说可镇压住混沌的玉玦共有四只，此为第二只「太极」。
两仪玉玦	63179	据说可镇压住混沌的玉玦共有四只，此为第三只「两仪」。
四象玉玦	63180	据说可镇压住混沌的玉玦共有四只，此为第四只「四象」。
星洞结晶	63181	星山洞的泉水，日积月累而形成的结晶，其闪烁着星星般的光芒。
(低)三阶采矿一级	63182	(低)三阶采矿一级，可修练1~10级，所需时间较长。
(低)三阶采矿二级	63183	(低)三阶采矿二级，可修练10~20级，所需时间较长。
(低)三阶采矿三级	63184	(低)三阶采矿三级，可修练20~30级，所需时间较长。
(低)三阶采矿四级	63185	(低)三阶采矿四级，可修练30~40级，所需时间较长。
(低)三阶采矿五级	63186	(低)三阶采矿五级，可修练40~50级，所需时间较长。
(低)三阶采矿六级	63187	(低)三阶采矿六级，可修练50~60级，所需时间较长。
(低)三阶采矿七级	63188	(低)三阶采矿七级，可修练60~70级，所需时间较长。
(低)三阶采矿八级	63189	(低)三阶采矿八级，可修练70~80级，所需时间较长。
(低)三阶采矿九级	63190	(低)三阶采矿九级，可修练80~90级，所需时间较长。
(低)三阶采矿十级	63191	(低)三阶采矿十级，可修练90~100级，所需时间较长。
(低)三阶打铁一级	63192	(低)三阶打铁一级，可修练1~10级，所需时间较长。
(低)三阶打铁二级	63193	(低)三阶打铁二级，可修练10~20级，所需时间较长。
(低)三阶打铁三级	63194	(低)三阶打铁三级，可修练20~30级，所需时间较长。
(低)三阶打铁四级	63195	(低)三阶打铁四级，可修练30~40级，所需时间较长。
(低)三阶打铁五级	63196	(低)三阶打铁五级，可修练40~50级，所需时间较长。
(低)三阶打铁六级	63197	(低)三阶打铁六级，可修练50~60级，所需时间较长。
(低)三阶打铁七级	63198	(低)三阶打铁七级，可修练60~70级，所需时间较长。
(低)三阶打铁八级	63199	(低)三阶打铁八级，可修练70~80级，所需时间较长。
(低)三阶打铁九级	63200	(低)三阶打铁九级，可修练80~90级，所需时间较长。
(低)三阶打铁十级	63201	(低)三阶打铁十级，可修练90~100级，所需时间较长。
(低)三阶铸剑一级	63202	(低)三阶铸剑一级，可修练1~10级，所需时间较长。
(低)三阶铸剑二级	63203	(低)三阶铸剑二级，可修练10~20级，所需时间较长。
(低)三阶铸剑三级	63204	(低)三阶铸剑三级，可修练20~30级，所需时间较长。
(低)三阶铸剑四级	63205	(低)三阶铸剑四级，可修练30~40级，所需时间较长。
(低)三阶铸剑五级	63206	(低)三阶铸剑五级，可修练40~50级，所需时间较长。
(低)三阶铸剑六级	63207	(低)三阶铸剑六级，可修练50~60级，所需时间较长。
(低)三阶铸剑七级	63208	(低)三阶铸剑七级，可修练60~70级，所需时间较长。
(低)三阶铸剑八级	63209	(低)三阶铸剑八级，可修练70~80级，所需时间较长。
(低)三阶铸剑九级	63210	(低)三阶铸剑九级，可修练80~90级，所需时间较长。
(低)三阶铸剑十级	63211	(低)三阶铸剑十级，可修练90~100级，所需时间较长。
(低)三阶农夫一级	63212	(低)三阶农夫一级，可修练1~10级，所需时间较长。
(低)三阶农夫二级	63213	(低)三阶农夫二级，可修练10~20级，所需时间较长。
(低)三阶农夫三级	63214	(低)三阶农夫三级，可修练20~30级，所需时间较长。
(低)三阶农夫四级	63215	(低)三阶农夫四级，可修练30~40级，所需时间较长。
(低)三阶农夫五级	63216	(低)三阶农夫五级，可修练40~50级，所需时间较长。
(低)三阶农夫六级	63217	(低)三阶农夫六级，可修练50~60级，所需时间较长。
(低)三阶农夫七级	63218	(低)三阶农夫七级，可修练60~70级，所需时间较长。
(低)三阶农夫八级	63219	(低)三阶农夫八级，可修练70~80级，所需时间较长。
(低)三阶农夫九级	63220	(低)三阶农夫九级，可修练80~90级，所需时间较长。
(低)三阶农夫十级	63221	(低)三阶农夫十级，可修练90~100级，所需时间较长。
(低)三阶织布一级	63222	(低)三阶织布一级，可修练1~10级，所需时间较长。
(低)三阶织布二级	63223	(低)三阶织布二级，可修练10~20级，所需时间较长。
(低)三阶织布三级	63224	(低)三阶织布三级，可修练20~30级，所需时间较长。
(低)三阶织布四级	63225	(低)三阶织布四级，可修练30~40级，所需时间较长。
(低)三阶织布五级	63226	(低)三阶织布五级，可修练40~50级，所需时间较长。
